id,sugar_level,calories,weight,fat,food_color
7782,74.85 gr,105 cal,211.42 gr,34 gr,Grass Green
7783,122.58 gr,739 cal,153.71 gr,19 gr,Sunset Red
7784,126.27 gr,339 cal,924.71 gr,22 gr,Purple
7785,109.33000000000001 gr,470 cal,555.06 gr,39 gr,Grass Green
7786,49.120000000000005 gr,462 cal,1925.38 gr,43 gr,Navy Blue
7787,148.32 gr,419 cal,411.81 gr,25 gr,Sunset Yellow
7788,113.67 gr,500 cal,657.66 gr,36 gr,Grass Green
7789,21.64 gr,496 cal,912.22 gr,27 gr,Green
7790,134.49 gr,245 cal,953.87 gr,34 gr,Grass Green
7791,106.02000000000001 gr,200 cal,1864.34 gr,16 gr,Rose
7792,149.77 gr,593 cal,79.13 gr,32 gr,Rose
7793,126.38 gr,475 cal,494.03 gr,14 gr,Lemon Yellow
7794,71.39999999999999 gr,114 cal,1887.8 gr,6 gr,Green
7795,134.85 gr,750 cal,1101.86 gr,25 gr,Coffee
7796,94.94 gr,475 cal,952.48 gr,19 gr,Rose
7797,160.15 gr,680 cal,513.96 gr,41 gr,Green
7798,76.16000000000001 gr,362 cal,1006.4 gr,16 gr,Purple
7799,63.78999999999999 gr,490 cal,1155.71 gr,13 gr,Grass Green
7800,105.64 gr,645 cal,464.4 gr,45 gr,Lemon Yellow
7801,122.97 gr,513 cal,572.0 gr,36 gr,Purple
7802,92.32999999999998 gr,123 cal,462.76 gr,29 gr,Black
7803,111.46 gr,331 cal,1564.93 gr,16 gr,Lemon Yellow
7804,76.62 gr,523 cal,871.16 gr,15 gr,Green
7805,58.48 gr,395 cal,1105.79 gr,28 gr,Grass Green
7806,44.05 gr,345 cal,976.69 gr,35 gr,Purple
7807,142.4 gr,332 cal,1580.06 gr,30 gr,Purple
7808,136.31 gr,625 cal,1421.71 gr,50 gr,Sunset Red
7809,139.77 gr,472 cal,870.23 gr,25 gr,Green
7810,160.66 gr,614 cal,199.8 gr,45 gr,Navy Blue
7811,83.93 gr,442 cal,1033.16 gr,45 gr,Black
7812,68.5 gr,415 cal,532.4 gr,16 gr,Purple
7813,170.69 gr,542 cal,1052.35 gr,39 gr,
7814,93.60999999999999 gr,153 cal,814.03 gr,16 gr,
7815,159.60000000000002 gr,606 cal,251.11 gr,32 gr,Sunset Red
7816,30.14999999999999 gr,526 cal,340.27 gr,11 gr,Coffee
7817,14.22999999999999 gr,462 cal,269.93 gr,39 gr,
7818,111.08999999999999 gr,414 cal,782.28 gr,28 gr,Green
7819,40.8 gr,258 cal,860.96 gr,14 gr,Lemon Yellow
7820,128.8 gr,704 cal,403.6 gr,22 gr,Sunset Yellow
7821,74.80999999999999 gr,241 cal,1773.47 gr,25 gr,Coffee
7822,137.07999999999998 gr,417 cal,536.31 gr,11 gr,Sunset Red
7823,109.23 gr,555 cal,1750.83 gr,31 gr,Lemon Yellow
7824,143.2 gr,285 cal,89.47 gr,46 gr,Lemon Yellow
7825,95.25000000000001 gr,496 cal,1105.81 gr,32 gr,Coffee
7826,66.78999999999999 gr,442 cal,1175.48 gr,19 gr,Lemon Yellow
7827,32.849999999999994 gr,298 cal,1085.59 gr,29 gr,Sunset Red
7828,148.22 gr,365 cal,1446.17 gr,13 gr,Navy Blue
7829,101.23999999999998 gr,543 cal,954.37 gr,23 gr,Navy Blue
7830,104.94999999999999 gr,221 cal,401.87 gr,24 gr,Sunset Red
7831,121.03 gr,236 cal,60.89 gr,22 gr,Purple
7832,179.73 gr,470 cal,1696.88 gr,29 gr,Navy Blue
7833,78.2 gr,311 cal,1937.62 gr,25 gr,Purple
7834,16.25999999999999 gr,390 cal,1113.92 gr,17 gr,Grass Green
7835,29.629999999999995 gr,98 cal,841.58 gr,11 gr,Purple
7836,36.92 gr,493 cal,1880.94 gr,27 gr,Sunset Yellow
7837,124.23 gr,566 cal,346.48 gr,39 gr,Black
7838,119.1 gr,651 cal,14.62 gr,19 gr,Coffee
7839,83.52999999999999 gr,394 cal,596.32 gr,26 gr,Lemon Yellow
7840,106.71 gr,123 cal,1637.74 gr,27 gr,Grass Green
7841,109.55 gr,454 cal,470.1 gr,33 gr,Navy Blue
7842,84.42999999999999 gr,134 cal,762.72 gr,26 gr,Lemon Yellow
7843,39.44000000000001 gr,142 cal,1330.22 gr,5 gr,Rose
7844,132.42 gr,507 cal,1534.72 gr,33 gr,Coffee
7845,118.83000000000001 gr,483 cal,624.36 gr,37 gr,Lemon Yellow
7846,63.04 gr,360 cal,1236.22 gr,18 gr,Green
7847,46.94999999999999 gr,429 cal,1729.82 gr,42 gr,Sunset Red
7848,126.81 gr,174 cal,1730.63 gr,30 gr,Lemon Yellow
7849,160.74 gr,300 cal,1872.28 gr,35 gr,Sunset Red
7850,133.57 gr,544 cal,1416.79 gr,23 gr,Grass Green
7851,87.22999999999999 gr,752 cal,534.86 gr,21 gr,Coffee
7852,119.78 gr,358 cal,863.28 gr,16 gr,Sunset Yellow
7853,54.91 gr,462 cal,1264.29 gr,25 gr,Purple
7854,73.34 gr,153 cal,662.7 gr,6 gr,Navy Blue
7855,144.94 gr,538 cal,1974.96 gr,36 gr,Black
7856,12.86 gr,65 cal,1336.09 gr,37 gr,Grass Green
7857,17.58 gr,358 cal,1101.66 gr,25 gr,Grass Green
7858,91.34 gr,563 cal,1806.29 gr,32 gr,Sunset Yellow
7859,58.57 gr,436 cal,1460.63 gr,41 gr,Green
7860,101.91000000000001 gr,330 cal,1498.51 gr,7 gr,Green
7861,36.129999999999995 gr,465 cal,1377.38 gr,20 gr,
7862,116.69999999999999 gr,510 cal,1798.23 gr,34 gr,Sunset Yellow
7863,102.82000000000001 gr,333 cal,1499.11 gr,30 gr,Green
7864,38.03999999999999 gr,194 cal,1011.8 gr,15 gr,Black
7865,165.64 gr,353 cal,313.39 gr,17 gr,Purple
7866,73.42 gr,504 cal,814.29 gr,30 gr,Grass Green
7867,125.96 gr,374 cal,579.57 gr,32 gr,Coffee
7868,61.81 gr,398 cal,906.07 gr,14 gr,Navy Blue
7869,76.29 gr,236 cal,1440.59 gr,37 gr,Navy Blue
7870,58.760000000000005 gr,477 cal,1894.08 gr,4 gr,Rose
7871,105.56 gr,662 cal,30.87 gr,40 gr,Sunset Yellow
7872,92.04 gr,433 cal,1186.05 gr,23 gr,Lemon Yellow
7873,104.97999999999999 gr,362 cal,1104.23 gr,26 gr,Purple
7874,110.27000000000001 gr,444 cal,590.71 gr,42 gr,Green
7875,97.01999999999998 gr,292 cal,525.94 gr,19 gr,Sunset Yellow
7876,149.54000000000002 gr,469 cal,627.71 gr,31 gr,Grass Green
7877,122.58000000000001 gr,349 cal,91.53 gr,18 gr,Sunset Yellow
7878,76.88999999999999 gr,343 cal,617.23 gr,18 gr,Purple
7879,21.75 gr,411 cal,700.06 gr,21 gr,Black
7880,130.5 gr,502 cal,773.34 gr,23 gr,Grass Green
7881,80.57 gr,482 cal,1250.78 gr,22 gr,Navy Blue
7882,131.43 gr,532 cal,1664.55 gr,21 gr,Rose
7883,26.560000000000002 gr,137 cal,101.36 gr,29 gr,Rose
7884,116.56 gr,552 cal,1467.32 gr,15 gr,Purple
7885,146.37 gr,519 cal,883.13 gr,22 gr,Sunset Yellow
7886,92.82999999999998 gr,396 cal,1159.44 gr,20 gr,Sunset Yellow
7887,87.94999999999999 gr,427 cal,1017.11 gr,36 gr,Coffee
7888,95.12 gr,242 cal,1340.84 gr,13 gr,Lemon Yellow
7889,124.46000000000001 gr,499 cal,1702.06 gr,21 gr,Black
7890,87.49 gr,560 cal,1084.01 gr,28 gr,Rose
7891,59.47999999999999 gr,,437.86 gr,33 gr,Navy Blue
7892,118.93 gr,364 cal,255.59 gr,36 gr,Lemon Yellow
7893,74.21000000000001 gr,55 cal,1460.3 gr,1 gr,Grass Green
7894,80.36 gr,400 cal,,17 gr,Lemon Yellow
7895,88.78999999999999 gr,539 cal,1292.16 gr,32 gr,Black
7896,76.49 gr,209 cal,232.65 gr,26 gr,Rose
7897,88.38 gr,403 cal,1227.41 gr,11 gr,Navy Blue
7898,14.52000000000001 gr,423 cal,995.36 gr,14 gr,Purple
7899,112.61999999999999 gr,398 cal,1276.96 gr,27 gr,Purple
7900,77.43 gr,259 cal,993.54 gr,12 gr,Grass Green
7901,112.61999999999999 gr,279 cal,446.22 gr,25 gr,Grass Green
7902,141.25 gr,509 cal,442.51 gr,13 gr,Purple
7903,128.94 gr,558 cal,1402.31 gr,27 gr,Lemon Yellow
7904,161.7 gr,319 cal,895.36 gr,38 gr,Navy Blue
7905,6.609999999999999 gr,151 cal,1522.12 gr,13 gr,Sunset Yellow
7906,91.34999999999998 gr,327 cal,1987.9 gr,16 gr,Lemon Yellow
7907,113.75999999999999 gr,557 cal,779.92 gr,25 gr,Sunset Yellow
7908,130.06 gr,330 cal,1157.52 gr,23 gr,Grass Green
7909,116.19 gr,487 cal,55.93 gr,27 gr,Grass Green
7910,122.91 gr,586 cal,216.54 gr,31 gr,Rose
7911,119.72 gr,291 cal,692.44 gr,13 gr,Green
7912,128.77 gr,548 cal,575.84 gr,39 gr,Sunset Red
7913,76.55 gr,615 cal,26.12 gr,29 gr,Rose
7914,88.74 gr,442 cal,1043.07 gr,,Green
7915,82.89 gr,522 cal,1068.49 gr,11 gr,Black
7916,135.20999999999998 gr,294 cal,272.39 gr,34 gr,Rose
7917,92.22 gr,530 cal,1076.89 gr,30 gr,Sunset Red
7918,135.92 gr,291 cal,890.94 gr,17 gr,Coffee
7919,46.81 gr,494 cal,46.54 gr,26 gr,Black
7920,75.05 gr,322 cal,0.9 gr,33 gr,Grass Green
7921,136.87 gr,563 cal,1813.39 gr,19 gr,Green
7922,118.74000000000001 gr,539 cal,248.74 gr,49 gr,Black
7923,81.66 gr,400 cal,1724.88 gr,26 gr,Grass Green
7924,109.41 gr,680 cal,151.3 gr,31 gr,Grass Green
7925,42.74000000000001 gr,453 cal,936.85 gr,21 gr,Purple
7926,26.27000000000001 gr,27 cal,1137.55 gr,31 gr,Lemon Yellow
7927,103.49 gr,653 cal,1648.83 gr,45 gr,Navy Blue
7928,160.04 gr,707 cal,1208.59 gr,45 gr,Green
7929,27.739999999999995 gr,267 cal,578.76 gr,14 gr,Sunset Yellow
7930,110.99000000000001 gr,367 cal,13.4 gr,14 gr,Lemon Yellow
7931,18.120000000000005 gr,402 cal,505.11 gr,14 gr,Purple
7932,104.56 gr,469 cal,252.1 gr,15 gr,Lemon Yellow
7933,92.26 gr,615 cal,1148.06 gr,30 gr,Purple
7934,120.16 gr,503 cal,670.76 gr,,Coffee
7935,120.63000000000001 gr,500 cal,284.72 gr,25 gr,Purple
7936,165.37 gr,511 cal,1948.54 gr,36 gr,Lemon Yellow
7937,88.80999999999999 gr,39 cal,74.48 gr,24 gr,Black
7938,80.97000000000001 gr,168 cal,786.06 gr,43 gr,Rose
7939,89.19 gr,329 cal,1586.78 gr,6 gr,Sunset Yellow
7940,177.98 gr,340 cal,1163.94 gr,33 gr,Green
7941,174.3 gr,474 cal,1314.1 gr,37 gr,Purple
7942,76.45 gr,398 cal,1337.32 gr,40 gr,Grass Green
7943,144.44 gr,774 cal,917.92 gr,35 gr,Grass Green
7944,123.4 gr,516 cal,1100.85 gr,34 gr,Rose
7945,58.41 gr,149 cal,1869.36 gr,25 gr,Sunset Red
7946,85.36999999999999 gr,375 cal,1620.85 gr,34 gr,Sunset Yellow
7947,43.67 gr,83 cal,306.03 gr,45 gr,Navy Blue
7948,114.96000000000001 gr,319 cal,1329.88 gr,25 gr,Grass Green
7949,131.41 gr,460 cal,321.62 gr,24 gr,Sunset Yellow
7950,45.51000000000002 gr,390 cal,744.2 gr,34 gr,Rose
7951,143.41 gr,672 cal,1280.2 gr,13 gr,Purple
7952,27.17 gr,71 cal,1799.41 gr,30 gr,Green
7953,144.04999999999998 gr,307 cal,126.71 gr,18 gr,Rose
7954,11.439999999999998 gr,,305.31 gr,4 gr,Black
7955,129.49 gr,528 cal,1639.91 gr,29 gr,Rose
7956,63.47999999999999 gr,443 cal,1619.37 gr,17 gr,Navy Blue
7957,135.63 gr,442 cal,1173.29 gr,27 gr,Sunset Red
7958,141.81 gr,561 cal,1202.87 gr,44 gr,Lemon Yellow
7959,18.72999999999999 gr,376 cal,1731.07 gr,23 gr,Navy Blue
7960,80.26999999999998 gr,167 cal,335.11 gr,20 gr,Lemon Yellow
7961,92.10000000000001 gr,486 cal,1639.23 gr,28 gr,Rose
7962,130.96 gr,279 cal,540.84 gr,10 gr,Green
7963,102.84 gr,735 cal,1367.07 gr,19 gr,Navy Blue
7964,45.010000000000005 gr,486 cal,659.97 gr,34 gr,Green
7965,121.85 gr,414 cal,1374.95 gr,30 gr,Coffee
7966,41.92 gr,402 cal,1993.44 gr,21 gr,Navy Blue
7967,114.75 gr,154 cal,951.12 gr,25 gr,Lemon Yellow
7968,165.18 gr,428 cal,1754.62 gr,29 gr,Rose
7969,51.49000000000001 gr,261 cal,839.33 gr,17 gr,Purple
7970,46.099999999999994 gr,99 cal,1412.15 gr,37 gr,Green
7971,41.66000000000001 gr,138 cal,1273.04 gr,8 gr,Navy Blue
7972,133.70999999999998 gr,69 cal,1178.9 gr,36 gr,Grass Green
7973,56.790000000000006 gr,280 cal,1671.0 gr,28 gr,Purple
7974,135.59 gr,388 cal,848.89 gr,27 gr,Green
7975,56.14000000000001 gr,206 cal,1615.82 gr,23 gr,Navy Blue
7976,136.01 gr,757 cal,466.09 gr,29 gr,Coffee
7977,,208 cal,655.12 gr,15 gr,Coffee
7978,38.71000000000001 gr,491 cal,609.13 gr,23 gr,Navy Blue
7979,120.14999999999999 gr,546 cal,1912.69 gr,26 gr,Black
7980,121.82 gr,449 cal,140.01 gr,35 gr,Green
7981,152.39 gr,447 cal,1634.4 gr,28 gr,Black
7982,184.14 gr,745 cal,70.32 gr,16 gr,Purple
7983,91.74000000000001 gr,531 cal,1321.66 gr,18 gr,Sunset Red
7984,81.67 gr,793 cal,1051.05 gr,27 gr,Black
7985,172.56 gr,555 cal,1805.74 gr,28 gr,Navy Blue
7986,152.54 gr,502 cal,1020.58 gr,21 gr,Coffee
7987,164.79 gr,585 cal,721.39 gr,32 gr,Sunset Yellow
7988,38.81 gr,,649.33 gr,45 gr,Purple
7989,8.75 gr,540 cal,1092.47 gr,18 gr,Sunset Yellow
7990,127.78 gr,372 cal,1551.84 gr,32 gr,Black
7991,176.7 gr,616 cal,563.08 gr,35 gr,Black
7992,17.349999999999994 gr,170 cal,1552.93 gr,28 gr,Black
7993,74.97 gr,436 cal,1542.91 gr,37 gr,Purple
7994,145.59 gr,597 cal,931.56 gr,31 gr,
7995,136.98 gr,437 cal,155.44 gr,25 gr,Black
7996,73.02000000000001 gr,254 cal,1088.04 gr,33 gr,Green
7997,100.69 gr,473 cal,1727.85 gr,23 gr,Coffee
7998,135.55 gr,369 cal,148.63 gr,39 gr,Rose
7999,19.92 gr,153 cal,194.45 gr,5 gr,Sunset Red
8000,87.52 gr,377 cal,405.96 gr,11 gr,Sunset Red
8001,87.73 gr,598 cal,1157.58 gr,23 gr,Rose
8002,111.2 gr,577 cal,531.74 gr,25 gr,Rose
8003,133.06 gr,387 cal,1414.32 gr,33 gr,Coffee
8004,122.10000000000001 gr,576 cal,1369.38 gr,22 gr,Rose
8005,118.17 gr,350 cal,1971.67 gr,46 gr,Navy Blue
8006,98.37 gr,674 cal,1049.43 gr,29 gr,Grass Green
8007,102.42000000000002 gr,74 cal,1939.71 gr,27 gr,Lemon Yellow
8008,93.7 gr,473 cal,262.85 gr,20 gr,Sunset Red
8009,114.27000000000001 gr,470 cal,1501.28 gr,29 gr,Grass Green
8010,110.78 gr,602 cal,644.79 gr,18 gr,Black
8011,35.7 gr,226 cal,743.31 gr,26 gr,Coffee
8012,113.30000000000001 gr,552 cal,435.55 gr,23 gr,Purple
8013,53.6 gr,54 cal,696.22 gr,41 gr,Navy Blue
8014,158.60999999999999 gr,613 cal,795.92 gr,45 gr,Rose
8015,104.11000000000001 gr,154 cal,1747.06 gr,9 gr,Lemon Yellow
8016,43.879999999999995 gr,270 cal,1109.22 gr,9 gr,Black
8017,86.58000000000001 gr,438 cal,1216.23 gr,23 gr,Coffee
8018,117.33000000000001 gr,575 cal,1078.68 gr,42 gr,Grass Green
8019,83.28 gr,763 cal,1170.58 gr,27 gr,Purple
8020,80.69 gr,338 cal,1463.29 gr,31 gr,Black
8021,103.41000000000001 gr,290 cal,1183.86 gr,16 gr,Navy Blue
8022,48.67999999999999 gr,78 cal,517.15 gr,41 gr,Navy Blue
8023,117.96000000000001 gr,326 cal,1786.44 gr,21 gr,Purple
8024,137.07 gr,588 cal,24.78 gr,29 gr,Purple
8025,55.11 gr,154 cal,54.13 gr,18 gr,Coffee
8026,53.879999999999995 gr,94 cal,1773.03 gr,21 gr,Green
8027,,376 cal,1367.46 gr,20 gr,Grass Green
8028,112.84 gr,156 cal,94.21 gr,34 gr,Navy Blue
8029,128.39 gr,515 cal,1514.74 gr,25 gr,Sunset Red
8030,155.85999999999999 gr,340 cal,1076.39 gr,31 gr,Sunset Red
8031,71.43 gr,594 cal,187.97 gr,41 gr,Lemon Yellow
8032,42.58 gr,46 cal,340.48 gr,20 gr,Navy Blue
8033,180.28 gr,393 cal,1535.82 gr,30 gr,Green
8034,116.19 gr,483 cal,292.58 gr,18 gr,Lemon Yellow
8035,111.68 gr,635 cal,1778.45 gr,42 gr,Lemon Yellow
8036,133.32999999999998 gr,675 cal,914.11 gr,26 gr,Coffee
8037,129.45 gr,421 cal,603.67 gr,21 gr,Sunset Red
8038,124.13 gr,86 cal,537.97 gr,11 gr,Sunset Yellow
8039,163.87 gr,628 cal,1324.03 gr,39 gr,Navy Blue
8040,95.69 gr,515 cal,46.82 gr,25 gr,Rose
8041,100.88 gr,296 cal,1677.67 gr,35 gr,Green
8042,23.340000000000003 gr,288 cal,241.52 gr,29 gr,Rose
8043,115.16 gr,553 cal,1655.94 gr,33 gr,Lemon Yellow
8044,183.31 gr,447 cal,992.54 gr,38 gr,Purple
8045,49.16 gr,301 cal,803.11 gr,35 gr,Green
8046,90.54 gr,165 cal,84.59 gr,,Navy Blue
8047,30.36 gr,284 cal,1997.5 gr,17 gr,Sunset Yellow
8048,112.63 gr,626 cal,739.76 gr,23 gr,Coffee
8049,19.340000000000003 gr,353 cal,886.29 gr,12 gr,Green
8050,95.62 gr,310 cal,1560.96 gr,31 gr,Lemon Yellow
8051,31.290000000000006 gr,457 cal,1210.33 gr,19 gr,Sunset Yellow
8052,118.33 gr,629 cal,630.59 gr,37 gr,Grass Green
8053,83.86 gr,497 cal,454.71 gr,21 gr,
8054,123.74000000000001 gr,457 cal,1665.54 gr,37 gr,Purple
8055,65.69 gr,85 cal,184.52 gr,10 gr,Sunset Red
8056,92.41999999999999 gr,386 cal,1994.66 gr,24 gr,Coffee
8057,40.83000000000001 gr,178 cal,862.05 gr,22 gr,Green
8058,42.099999999999994 gr,449 cal,1195.89 gr,16 gr,Purple
8059,29.03 gr,279 cal,1938.61 gr,15 gr,Rose
8060,91.91 gr,692 cal,934.72 gr,20 gr,Green
8061,81.33 gr,632 cal,1309.52 gr,28 gr,Coffee
8062,84.66 gr,390 cal,413.53 gr,31 gr,Green
8063,106.24 gr,391 cal,1807.87 gr,29 gr,Grass Green
8064,78.60000000000001 gr,238 cal,190.34 gr,28 gr,Purple
8065,115.87 gr,277 cal,539.12 gr,37 gr,Sunset Yellow
8066,78.03999999999999 gr,698 cal,314.3 gr,22 gr,Coffee
8067,70.61 gr,522 cal,69.37 gr,40 gr,Coffee
8068,99.85 gr,340 cal,472.5 gr,31 gr,Grass Green
8069,108.07 gr,447 cal,722.11 gr,33 gr,Grass Green
8070,57.30999999999999 gr,241 cal,590.87 gr,23 gr,Purple
8071,107.29000000000002 gr,196 cal,1079.77 gr,20 gr,Grass Green
8072,24.179999999999993 gr,352 cal,1321.6 gr,15 gr,Green
8073,142.45 gr,586 cal,1916.45 gr,34 gr,Coffee
8074,128.31 gr,454 cal,1752.19 gr,30 gr,Lemon Yellow
8075,143.65 gr,542 cal,870.14 gr,26 gr,Sunset Red
8076,106.4 gr,254 cal,1164.96 gr,23 gr,Rose
8077,106.08 gr,566 cal,829.71 gr,31 gr,Grass Green
8078,115.56 gr,294 cal,1586.24 gr,18 gr,Rose
8079,10.560000000000002 gr,464 cal,923.81 gr,22 gr,Sunset Red
8080,106.00999999999999 gr,90 cal,811.92 gr,29 gr,Black
8081,38.43000000000001 gr,256 cal,1239.05 gr,20 gr,Black
8082,123.58 gr,491 cal,1505.26 gr,37 gr,Rose
8083,110.39 gr,551 cal,1620.83 gr,28 gr,Rose
8084,111.39 gr,650 cal,30.34 gr,31 gr,Sunset Red
8085,105.07 gr,600 cal,1155.07 gr,33 gr,Sunset Red
8086,93.37 gr,231 cal,966.12 gr,17 gr,Purple
8087,52.879999999999995 gr,535 cal,417.53 gr,26 gr,Rose
8088,103.75 gr,500 cal,1344.23 gr,34 gr,Sunset Red
8089,134.89999999999998 gr,197 cal,152.77 gr,15 gr,Purple
8090,110.47 gr,519 cal,1018.59 gr,33 gr,Grass Green
8091,100.95 gr,272 cal,1737.67 gr,16 gr,Black
8092,145.85999999999999 gr,635 cal,1451.3 gr,46 gr,Grass Green
8093,86.29 gr,110 cal,1700.34 gr,21 gr,Green
8094,153.68 gr,515 cal,410.98 gr,30 gr,Coffee
8095,127.98 gr,223 cal,796.54 gr,44 gr,Purple
8096,43.14999999999999 gr,216 cal,944.73 gr,10 gr,Purple
8097,146.92 gr,532 cal,948.76 gr,18 gr,Green
8098,87.28999999999999 gr,476 cal,999.95 gr,48 gr,Purple
8099,25.799999999999997 gr,422 cal,687.78 gr,38 gr,Sunset Red
8100,132.22 gr,454 cal,1137.15 gr,28 gr,Green
8101,84.66999999999999 gr,575 cal,1413.36 gr,40 gr,Lemon Yellow
8102,35.42 gr,373 cal,1019.4 gr,44 gr,Coffee
8103,127.11 gr,664 cal,471.78 gr,35 gr,Rose
8104,25.590000000000003 gr,484 cal,1029.52 gr,10 gr,Coffee
8105,115.56 gr,512 cal,174.22 gr,15 gr,Green
8106,138.7 gr,527 cal,1218.71 gr,28 gr,Sunset Red
8107,51.489999999999995 gr,84 cal,1081.06 gr,30 gr,Navy Blue
8108,57.099999999999994 gr,454 cal,1994.62 gr,9 gr,Sunset Yellow
8109,58.19999999999999 gr,345 cal,210.92 gr,28 gr,Coffee
8110,128.75 gr,670 cal,1105.85 gr,31 gr,Lemon Yellow
8111,100.29 gr,382 cal,18.32 gr,14 gr,Green
8112,142.64 gr,477 cal,1747.9 gr,15 gr,Grass Green
8113,156.71 gr,525 cal,398.04 gr,40 gr,Coffee
8114,88.07999999999998 gr,212 cal,1285.39 gr,21 gr,Purple
8115,102.46 gr,163 cal,462.87 gr,26 gr,Purple
8116,122.56 gr,394 cal,1612.24 gr,16 gr,Rose
8117,165.6 gr,527 cal,1274.52 gr,41 gr,Green
8118,142.08 gr,633 cal,469.36 gr,30 gr,Lemon Yellow
8119,118.27 gr,527 cal,1611.47 gr,37 gr,Coffee
8120,60.72 gr,434 cal,1508.05 gr,25 gr,Black
8121,37.03 gr,37 cal,724.98 gr,22 gr,Lemon Yellow
8122,98.44999999999999 gr,509 cal,1444.79 gr,16 gr,Lemon Yellow
8123,61.68000000000001 gr,136 cal,1668.57 gr,28 gr,Sunset Red
8124,119.65 gr,501 cal,429.01 gr,35 gr,Rose
8125,119.71999999999998 gr,459 cal,504.8 gr,22 gr,Rose
8126,121.19000000000001 gr,294 cal,808.15 gr,5 gr,Green
8127,65.67 gr,179 cal,801.16 gr,25 gr,Coffee
8128,110.27 gr,72 cal,71.52 gr,42 gr,Navy Blue
8129,80.04 gr,297 cal,392.95 gr,16 gr,Lemon Yellow
8130,65.03000000000002 gr,70 cal,972.43 gr,18 gr,Grass Green
8131,89.82000000000001 gr,570 cal,975.74 gr,30 gr,Grass Green
8132,62.74 gr,716 cal,1399.24 gr,14 gr,Sunset Red
8133,165.6 gr,585 cal,1147.51 gr,39 gr,Black
8134,107.92 gr,482 cal,641.62 gr,37 gr,Coffee
8135,153.08999999999997 gr,322 cal,120.54 gr,42 gr,Lemon Yellow
8136,80.59 gr,416 cal,1768.08 gr,37 gr,Green
8137,109.71 gr,520 cal,1475.15 gr,32 gr,Coffee
8138,126.36 gr,740 cal,1847.38 gr,33 gr,Sunset Yellow
8139,98.38000000000001 gr,463 cal,437.96 gr,40 gr,Lemon Yellow
8140,92.71000000000001 gr,400 cal,744.36 gr,20 gr,Coffee
8141,84.32 gr,624 cal,1052.23 gr,19 gr,Grass Green
8142,159.25 gr,678 cal,917.82 gr,36 gr,Sunset Red
8143,118.78 gr,570 cal,1070.41 gr,44 gr,Sunset Yellow
8144,128.20999999999998 gr,442 cal,750.61 gr,33 gr,Purple
8145,57.33000000000001 gr,541 cal,416.85 gr,18 gr,Navy Blue
8146,86.82 gr,501 cal,1405.49 gr,40 gr,Navy Blue
8147,60.43000000000001 gr,341 cal,890.65 gr,27 gr,Sunset Yellow
8148,125.41 gr,692 cal,112.84 gr,37 gr,Rose
8149,155.46 gr,585 cal,135.57 gr,34 gr,Purple
8150,115.78999999999999 gr,477 cal,1490.26 gr,38 gr,Rose
8151,73.85999999999999 gr,490 cal,1359.98 gr,40 gr,Navy Blue
8152,84.41 gr,180 cal,232.14 gr,26 gr,Sunset Yellow
8153,154.34 gr,575 cal,265.54 gr,25 gr,Rose
8154,72.12 gr,267 cal,751.34 gr,30 gr,
8155,,249 cal,297.91 gr,21 gr,Rose
8156,82.73 gr,391 cal,74.57 gr,45 gr,Sunset Yellow
8157,87.57000000000001 gr,435 cal,,24 gr,Navy Blue
8158,101.36 gr,348 cal,1960.93 gr,46 gr,Purple
8159,129.67000000000002 gr,521 cal,917.68 gr,47 gr,Green
8160,153.22 gr,505 cal,1349.11 gr,41 gr,Purple
8161,103.38000000000001 gr,93 cal,1082.17 gr,19 gr,Green
8162,71.57 gr,501 cal,588.34 gr,34 gr,Rose
8163,59.56999999999999 gr,216 cal,1386.19 gr,9 gr,Sunset Yellow
8164,116.4 gr,,70.63 gr,16 gr,Rose
8165,60.05 gr,46 cal,793.79 gr,25 gr,Sunset Yellow
8166,123.55000000000001 gr,356 cal,1979.81 gr,28 gr,Black
8167,137.81 gr,705 cal,1332.38 gr,41 gr,Rose
8168,127.03 gr,,1124.21 gr,31 gr,Black
8169,128.14 gr,376 cal,990.73 gr,2 gr,Purple
8170,44.739999999999995 gr,248 cal,1345.3 gr,32 gr,Sunset Red
8171,104.9 gr,437 cal,501.77 gr,46 gr,Coffee
8172,48.92999999999999 gr,389 cal,132.34 gr,20 gr,Black
8173,97.72 gr,492 cal,1293.81 gr,29 gr,Sunset Red
8174,91.98 gr,632 cal,1185.72 gr,27 gr,Coffee
8175,94.02 gr,429 cal,1262.3 gr,13 gr,Sunset Yellow
8176,121.93 gr,80 cal,1477.72 gr,35 gr,Coffee
8177,23.47999999999999 gr,404 cal,1206.2 gr,31 gr,Black
8178,31.960000000000008 gr,219 cal,3.16 gr,28 gr,Rose
8179,11.14 gr,359 cal,1799.37 gr,33 gr,Sunset Red
8180,36.86999999999999 gr,323 cal,172.91 gr,23 gr,Purple
8181,6.949999999999989 gr,502 cal,890.42 gr,26 gr,Black
8182,67.38000000000001 gr,76 cal,322.33 gr,10 gr,Rose
8183,179.39 gr,411 cal,1118.85 gr,20 gr,Lemon Yellow
8184,129.13 gr,424 cal,808.92 gr,42 gr,Sunset Yellow
8185,76.02999999999999 gr,428 cal,1521.2 gr,23 gr,Sunset Yellow
8186,123.06 gr,609 cal,230.45 gr,20 gr,Black
8187,77.98 gr,217 cal,1598.07 gr,32 gr,Grass Green
8188,120.33 gr,159 cal,1063.64 gr,16 gr,Black
